pokedex_number|pokedex_number_form|name|hp|attack|defense|sp_attack|sp_defense|speed|base_total|base_average|ability_1|ability_2|hidden_ability|type_1|type_2|japanese_name|catch_rate|base_friendship_old|base_friendship|exp_100|category|height_m|weight_kg|hatch_cycles|percentage_male|gen|starter|legendary|mythical|pseudo-legendary|ultra_beast|mega_evolution|fossil
447|447|Riolu|40|70|40|35|40|60|285|47.5|Steadfast|Inner Focus|Prankster|Fighting||Rioluリオル|75.0|70.0|50|1059860.0|Emanation Pokémon|0.7|20.2|25|87.5|4|False|False|False|False|False|False|False
448|448|Lucario|70|110|70|115|70|90|525|87.5|Steadfast|Inner Focus|Justified|Fighting|Steel|Lucarioルカリオ|45.0|70.0|50|1059860.0|Aura Pokémon|1.2|54.0|25|87.5|4|False|False|False|False|False|False|False
448|448M|Lucario (Mega Lucario)|70|145|88|140|70|112|625|104.17|Adaptability|||Fighting|Steel|MegaLucarioメガルカリオ|45.0|70.0|50|1059860.0|Aura Pokémon|1.3|57.5|25|87.5|4|False|False|False|False|False|True|False
449|449|Hippopotas|68|72|78|38|42|32|330|55.0|Sand Stream||Sand Force|Ground||Hippopotasヒポポタス|140.0|70.0|50|1250000.0|Hippo Pokémon|0.8|49.5|30|50|4|False|False|False|False|False|False|False
450|450|Hippowdon|108|112|118|68|72|47|525|87.5|Sand Stream||Sand Force|Ground||Kabaldonカバルドン|60.0|70.0|50|1250000.0|Heavyweight Pokémon|2.0|300.0|30|50|4|False|False|False|False|False|False|False
451|451|Skorupi|40|50|90|30|55|65|330|55.0|Battle Armor|Sniper|Keen Eye|Poison|Bug|Scorupiスコルピ|120.0|70.0|50|1250000.0|Scorpion Pokémon|0.8|12.0|20|50|4|False|False|False|False|False|False|False
452|452|Drapion|70|90|110|60|75|95|500|83.33|Battle Armor|Sniper|Keen Eye|Poison|Dark|Dorapionドラピオン|45.0|70.0|50|1250000.0|Ogre Scorpion Pokémon|1.3|61.5|20|50|4|False|False|False|False|False|False|False
453|453|Croagunk|48|61|40|61|40|50|300|50.0|Anticipation|Dry Skin|Poison Touch|Poison|Fighting|Gureggruグレッグル|140.0|100.0|100|1000000.0|Toxic Mouth Pokémon|0.7|23.0|10|50|4|False|False|False|False|False|False|False
454|454|Toxicroak|83|106|65|86|65|85|490|81.67|Anticipation|Dry Skin|Poison Touch|Poison|Fighting|Dokurogドクロッグ|75.0|70.0|50|1000000.0|Toxic Mouth Pokémon|1.3|44.4|20|50|4|False|False|False|False|False|False|False
455|455|Carnivine|74|100|72|90|72|46|454|75.67|Levitate|||Grass||Muskippaマスキッパ|200.0|70.0|50|1250000.0|Bug Catcher Pokémon|1.4|27.0|25|50|4|False|False|False|False|False|False|False
456|456|Finneon|49|49|56|49|61|66|330|55.0|Swift Swim|Storm Drain|Water Veil|Water||Keikouoケイコウオ|190.0|70.0|50|600000.0|Wing Fish Pokémon|0.4|7.0|20|50|4|False|False|False|False|False|False|False
457|457|Lumineon|69|69|76|69|86|91|460|76.67|Swift Swim|Storm Drain|Water Veil|Water||Neolantネオラント|75.0|70.0|50|600000.0|Neon Pokémon|1.2|24.0|20|50|4|False|False|False|False|False|False|False
458|458|Mantyke|45|20|50|60|120|50|345|57.5|Swift Swim|Water Absorb|Water Veil|Water|Flying|Tamantaタマンタ|25.0|70.0|50|1250000.0|Kite Pokémon|1.0|65.0|25|50|4|False|False|False|False|False|False|False
459|459|Snover|60|62|50|62|60|40|334|55.67|Snow Warning||Soundproof|Grass|Ice|Yukikaburiユキカブリ|120.0|70.0|50|1250000.0|Frost Tree Pokémon|1.0|50.5|20|50|4|False|False|False|False|False|False|False
460|460|Abomasnow|90|92|75|92|85|60|494|82.33|Snow Warning||Soundproof|Grass|Ice|Yukinoohユキノオー|60.0|70.0|50|1250000.0|Frost Tree Pokémon|2.2|135.5|20|50|4|False|False|False|False|False|False|False
460|460M|Abomasnow (Mega Abomasnow)|90|132|105|132|105|30|594|99.0|Snow Warning|||Grass|Ice|MegaYukinoohメガユキノオー|60.0|70.0|50|1250000.0|Frost Tree Pokémon|2.7|185.0|20|50|4|False|False|False|False|False|True|False
461|461|Weavile|70|120|65|45|85|125|510|85.0|Pressure||Pickpocket|Dark|Ice|Manyulaマニューラ|45.0|35.0|35|1059860.0|Sharp Claw Pokémon|1.1|34.0|20|50|4|False|False|False|False|False|False|False
462|462|Magnezone|70|70|115|130|90|60|535|89.17|Magnet Pull|Sturdy|Analytic|Electric|Steel|Jibacoilジバコイル|30.0|70.0|50|1000000.0|Magnet Area Pokémon|1.2|180.0|20||4|False|False|False|False|False|False|False
463|463|Lickilicky|110|85|95|80|95|50|515|85.83|Own Tempo|Oblivious|Cloud Nine|Normal||Berobeltベロベルト|30.0|70.0|50|1000000.0|Licking Pokémon|1.7|140.0|20|50|4|False|False|False|False|False|False|False
464|464|Rhyperior|115|140|130|55|55|40|535|89.17|Lightning Rod|Solid Rock|Reckless|Ground|Rock|Dosidonドサイドン|30.0|70.0|50|1250000.0|Drill Pokémon|2.4|282.8|20|50|4|False|False|False|False|False|False|False
465|465|Tangrowth|100|100|125|110|50|50|535|89.17|Chlorophyll|Leaf Guard|Regenerator|Grass||Mojumboモジャンボ|30.0|70.0|50|1000000.0|Vine Pokémon|2.0|128.6|20|50|4|False|False|False|False|False|False|False
466|466|Electivire|75|123|67|95|85|95|540|90.0|Motor Drive||Vital Spirit|Electric||Elekibleエレキブル|30.0|70.0|50|1000000.0|Thunderbolt Pokémon|1.8|138.6|25|75.0|4|False|False|False|False|False|False|False
467|467|Magmortar|75|95|67|125|95|83|540|90.0|Flame Body||Vital Spirit|Fire||Booburnブーバーン|30.0|70.0|50|1000000.0|Blast Pokémon|1.6|68.0|25|75.0|4|False|False|False|False|False|False|False
468|468|Togekiss|85|50|95|120|115|80|545|90.83|Hustle|Serene Grace|Super Luck|Fairy|Flying|Togekissトゲキッス|30.0|70.0|50|800000.0|Jubilee Pokémon|1.5|38.0|10|87.5|4|False|False|False|False|False|False|False
469|469|Yanmega|86|76|86|116|56|95|515|85.83|Speed Boost|Tinted Lens|Frisk|Bug|Flying|Megayanmaメガヤンマ|30.0|70.0|50|1000000.0|Ogre Darner Pokémon|1.9|51.5|20|50|4|False|False|False|False|False|False|False
470|470|Leafeon|65|110|130|60|65|95|525|87.5|Leaf Guard||Chlorophyll|Grass||Leafiaリーフィア|45.0|35.0|35|1000000.0|Verdant Pokémon|1.0|25.5|35|87.5|4|False|False|False|False|False|False|False
471|471|Glaceon|65|60|110|130|95|65|525|87.5|Snow Cloak||Ice Body|Ice||Glaciaグレイシア|45.0|35.0|35|1000000.0|Fresh Snow Pokémon|0.8|25.9|35|87.5|4|False|False|False|False|False|False|False
472|472|Gliscor|75|95|125|45|75|95|510|85.0|Hyper Cutter|Sand Veil|Poison Heal|Ground|Flying|Glionグライオン|30.0|70.0|50|1059860.0|Fang Scorpion Pokémon|2.0|42.5|20|50|4|False|False|False|False|False|False|False
473|473|Mamoswine|110|130|80|70|60|80|530|88.33|Oblivious|Snow Cloak|Thick Fat|Ice|Ground|Mammooマンムー|50.0|70.0|50|1250000.0|Twin Tusk Pokémon|2.5|291.0|20|50|4|False|False|False|False|False|False|False
474|474|Porygon-Z|85|80|70|135|75|90|535|89.17|Adaptability|Download|Analytic|Normal||Porygon-ZポリゴンＺ|30.0|70.0|50|1000000.0|Virtual Pokémon|0.9|34.0|20||4|False|False|False|False|False|False|False
475|475|Gallade|68|125|65|65|115|80|518|86.33|Steadfast||Justified|Psychic|Fighting|Erureidoエルレイド|45.0|35.0|35|1250000.0|Blade Pokémon|1.6|52.0|20|100|4|False|False|False|False|False|False|False
475|475M|Gallade (Mega Gallade)|68|165|95|65|115|110|618|103.0|Inner Focus|||Psychic|Fighting|MegaErureidoメガエルレイド|45.0|35.0|35|1250000.0|Blade Pokémon|1.6|56.4|20|100|4|False|False|False|False|False|True|False
476|476|Probopass|60|55|145|75|150|40|525|87.5|Sturdy|Magnet Pull|Sand Force|Rock|Steel|Dainoseダイノーズ|60.0|70.0|50|1000000.0|Compass Pokémon|1.4|340.0|20|50|4|False|False|False|False|False|False|False
477|477|Dusknoir|45|100|135|65|135|45|525|87.5|Pressure||Frisk|Ghost||Yonoirヨノワール|45.0|35.0|35|800000.0|Gripper Pokémon|2.2|106.6|25|50|4|False|False|False|False|False|False|False
478|478|Froslass|70|80|70|80|70|110|480|80.0|Snow Cloak||Cursed Body|Ice|Ghost|Yukimenokoユキメノコ|75.0|70.0|50|1000000.0|Snow Land Pokémon|1.3|26.6|20|0|4|False|False|False|False|False|False|False
479|479|Rotom|50|50|77|95|77|91|440|73.33|Levitate|||Electric|Ghost|Rotomロトム|45.0|70.0|50|1000000.0|Plasma Pokémon|0.3|0.3|20||4|False|False|False|False|False|False|False
479|479F|Rotom (Fan Rotom)|50|65|107|105|107|86|520|86.67|Levitate|||Electric|Flying|Spin Rotomスピンロトム|45.0|70.0|50|1000000.0|Plasma Pokémon|0.3|0.3|20||4|False|False|False|False|False|False|False
479|479L|Rotom (Mow Rotom)|50|65|107|105|107|86|520|86.67|Levitate|||Electric|Grass|Cut Rotomカットロトム|45.0|70.0|50|1000000.0|Plasma Pokémon|0.3|0.3|20||4|False|False|False|False|False|False|False
479|479O|Rotom (Heat Rotom)|50|65|107|105|107|86|520|86.67|Levitate|||Electric|Fire|Heat Rotomヒートロトム|45.0|70.0|50|1000000.0|Plasma Pokémon|0.3|0.3|20||4|False|False|False|False|False|False|False
479|479R|Rotom (Frost Rotom)|50|65|107|105|107|86|520|86.67|Levitate|||Electric|Ice|Frost Rotomフロストロトム|45.0|70.0|50|1000000.0|Plasma Pokémon|0.3|0.3|20||4|False|False|False|False|False|False|False
479|479W|Rotom (Wash Rotom)|50|65|107|105|107|86|520|86.67|Levitate|||Electric|Water|Wash Rotomウォッシュロトム|45.0|70.0|50|1000000.0|Plasma Pokémon|0.3|0.3|20||4|False|False|False|False|False|False|False
480|480|Uxie|75|75|130|75|130|95|580|96.67|Levitate|||Psychic||Yuxieユクシー|3.0|140.0|140|1250000.0|Knowledge Pokémon|0.3|0.3|80||4|False|False|False|False|False|False|False
481|481|Mesprit|80|105|105|105|105|80|580|96.67|Levitate|||Psychic||Emritエムリット|3.0|140.0|140|1250000.0|Emotion Pokémon|0.3|0.3|80||4|False|True|False|False|False|False|False
482|482|Azelf|75|125|70|125|70|115|580|96.67|Levitate|||Psychic||Agnomeアグノム|3.0|140.0|140|1250000.0|Willpower Pokémon|0.3|0.3|80||4|False|True|False|False|False|False|False
483|483|Dialga|100|120|120|150|100|90|680|113.33|Pressure||Telepathy|Steel|Dragon|Dialgaディアルガ|3.0|0.0|0|1250000.0|Temporal Pokémon|5.4|683.0|120||4|False|True|False|False|False|False|False
484|484|Palkia|90|120|100|150|120|100|680|113.33|Pressure||Telepathy|Water|Dragon|Palkiaパルキア|3.0|0.0|0|1250000.0|Spatial Pokémon|4.2|336.0|120||4|False|True|False|False|False|False|False
485|485|Heatran|91|90|106|130|106|77|600|100.0|Flash Fire||Flame Body|Fire|Steel|Heatranヒードラン|3.0|100.0|100|1250000.0|Lava Dome Pokémon|1.7|430.0|10|50|4|False|True|False|False|False|False|False
486|486|Regigigas|110|160|110|80|110|100|670|111.67|Slow Start|||Normal||Regigigasレジギガス|3.0|0.0|0|1250000.0|Colossal Pokémon|3.7|420.0|120||4|False|True|False|False|False|False|False
487|487|Giratina (Altered Forme)|150|100|120|100|120|90|680|113.33|Pressure||Telepathy|Ghost|Dragon|Giratinaギラティナ|3.0|0.0|0|1250000.0|Renegade Pokémon|4.5|750.0|120||4|False|True|False|False|False|False|False
487|487O|Giratina (Origin Forme)|150|120|100|120|100|90|680|113.33|Levitate|||Ghost|Dragon|Giratinaギラティナ|3.0|0.0|0|1250000.0|Renegade Pokémon|6.9|650.0|120||4|False|True|False|False|False|False|False
488|488|Cresselia|120|70|120|75|130|85|600|100.0|Levitate|||Psychic||Cresseliaクレセリア|3.0|100.0|100|1250000.0|Lunar Pokémon|1.5|85.6|120|0|4|False|True|False|False|False|False|False
489|489|Phione|80|80|80|80|80|80|480|80.0|Hydration|||Water||Phioneフィオネ|30.0|70.0|50|1250000.0|Sea Drifter Pokémon|0.4|3.1|40||4|False|False|False|False|False|False|False
490|490|Manaphy|100|100|100|100|100|100|600|100.0|Hydration|||Water||Manaphyマナフィ|3.0|70.0|50|1250000.0|Seafaring Pokémon|0.3|1.4|10||4|False|False|True|False|False|False|False
491|491|Darkrai|70|90|90|135|90|125|600|100.0|Bad Dreams|||Dark||Darkraiダークライ|3.0|0.0|0|1250000.0|Pitch-Black Pokémon|1.5|50.5|120||4|False|False|True|False|False|False|False
492|492|Shaymin (Land Forme)|100|100|100|100|100|100|600|100.0|Natural Cure|||Grass||Shayminシェイミ|45.0|100.0|100|1059860.0|Gratitude Pokémon|0.2|2.1|120||4|False|False|True|False|False|False|False
492|492S|Shaymin (Sky Forme)|100|103|75|120|75|127|600|100.0|Serene Grace|||Grass|Flying|Shayminシェイミ|45.0|100.0|100|1059860.0|Gratitude Pokémon|0.4|5.2|120||4|False|False|True|False|False|False|False
493|493|Arceus|120|120|120|120|120|120|720|120.0|Multitype|||Normal||Arceusアルセウス|3.0|0.0|0|1250000.0|Alpha Pokémon|3.2|320.0|120||4|False|False|True|False|False|False|False
494|494|Victini|100|100|100|100|100|100|600|100.0|Victory Star|||Psychic|Fire|Victiniビクティニ|3.0|100.0|100|1250000.0|Victory Pokémon|0.4|4.0|120||5|False|False|True|False|False|False|False
495|495|Snivy|45|45|55|45|55|63|308|51.33|Overgrow||Contrary|Grass||Tsutarjaツタージャ|45.0|70.0|50|1059860.0|Grass Snake Pokémon|0.6|8.1|20|87.5|5|True|False|False|False|False|False|False
496|496|Servine|60|60|75|60|75|83|413|68.83|Overgrow||Contrary|Grass||Janovyジャノビー|45.0|70.0|50|1059860.0|Grass Snake Pokémon|0.8|16.0|20|87.5|5|True|False|False|False|False|False|False
497|497|Serperior|75|75|95|75|95|113|528|88.0|Overgrow||Contrary|Grass||Jalordaジャローダ|45.0|70.0|50|1059860.0|Regal Pokémon|3.3|63.0|20|87.5|5|True|False|False|False|False|False|False
498|498|Tepig|65|63|45|45|45|45|308|51.33|Blaze||Thick Fat|Fire||Pokabuポカブ|45.0|70.0|50|1059860.0|Fire Pig Pokémon|0.5|9.9|20|87.5|5|True|False|False|False|False|False|False
499|499|Pignite|90|93|55|70|55|55|418|69.67|Blaze||Thick Fat|Fire|Fighting|Chaobooチャオブー|45.0|70.0|50|1059860.0|Fire Pig Pokémon|1.0|55.5|20|87.5|5|True|False|False|False|False|False|False
500|500|Emboar|110|123|65|100|65|65|528|88.0|Blaze||Reckless|Fire|Fighting|Enbuohエンブオー|45.0|70.0|50|1059860.0|Mega Fire Pig Pokémon|1.6|150.0|20|87.5|5|True|False|False|False|False|False|False
501|501|Oshawott|55|55|45|63|45|45|308|51.33|Torrent||Shell Armor|Water||Mijumaruミジュマル|45.0|70.0|50|1059860.0|Sea Otter Pokémon|0.5|5.9|20|87.5|5|True|False|False|False|False|False|False
502|502|Dewott|75|75|60|83|60|60|413|68.83|Torrent||Shell Armor|Water||Futachimaruフタチマル|45.0|70.0|50|1059860.0|Discipline Pokémon|0.8|24.5|20|87.5|5|True|False|False|False|False|False|False
503|503|Samurott|95|100|85|108|70|70|528|88.0|Torrent||Shell Armor|Water||Daikenkiダイケンキ|45.0|70.0|50|1059860.0|Formidable Pokémon|1.5|94.6|20|87.5|5|True|False|False|False|False|False|False
504|504|Patrat|45|55|39|35|39|42|255|42.5|Run Away|Keen Eye|Analytic|Normal||Minezumiミネズミ|255.0|70.0|50|1000000.0|Scout Pokémon|0.5|11.6|15|50|5|False|False|False|False|False|False|False
505|505|Watchog|60|85|69|60|69|77|420|70.0|Illuminate|Keen Eye|Analytic|Normal||Miruhogミルホッグ|255.0|70.0|50|1000000.0|Lookout Pokémon|1.1|27.0|20|50|5|False|False|False|False|False|False|False
506|506|Lillipup|45|60|45|25|45|55|275|45.83|Vital Spirit|Pickup|Run Away|Normal||Yorterrieヨーテリー|255.0|70.0|50|1059860.0|Puppy Pokémon|0.4|4.1|15|50|5|False|False|False|False|False|False|False
507|507|Herdier|65|80|65|35|65|60|370|61.67|Intimidate|Sand Rush|Scrappy|Normal||Herderrieハーデリア|120.0|70.0|50|1059860.0|Loyal Dog Pokémon|0.9|14.7|15|50|5|False|False|False|False|False|False|False
508|508|Stoutland|85|110|90|45|90|80|500|83.33|Intimidate|Sand Rush|Scrappy|Normal||Moolandムーランド|45.0|70.0|50|1059860.0|Big-Hearted Pokémon|1.2|61.0|15|50|5|False|False|False|False|False|False|False
509|509|Purrloin|41|50|37|50|37|66|281|46.83|Limber|Unburden|Prankster|Dark||Choronekoチョロネコ|255.0|70.0|50|1000000.0|Devious Pokémon|0.4|10.1|20|50|5|False|False|False|False|False|False|False
510|510|Liepard|64|88|50|88|50|106|446|74.33|Limber|Unburden|Prankster|Dark||Lepardasレパルダス|90.0|70.0|50|1000000.0|Cruel Pokémon|1.1|37.5|20|50|5|False|False|False|False|False|False|False
511|511|Pansage|50|53|48|53|48|64|316|52.67|Gluttony||Overgrow|Grass||Yanappuヤナップ|190.0|70.0|50|1000000.0|Grass Monkey Pokémon|0.6|10.5|20|87.5|5|False|False|False|False|False|False|False
512|512|Simisage|75|98|63|98|63|101|498|83.0|Gluttony||Overgrow|Grass||Yanakkieヤナッキー|75.0|70.0|50|1000000.0|Thorn Monkey Pokémon|1.1|30.5|20|87.5|5|False|False|False|False|False|False|False
513|513|Pansear|50|53|48|53|48|64|316|52.67|Gluttony||Blaze|Fire||Baoppuバオップ|190.0|70.0|50|1000000.0|High Temp Pokémon|0.6|11.0|20|87.5|5|False|False|False|False|False|False|False
514|514|Simisear|75|98|63|98|63|101|498|83.0|Gluttony||Blaze|Fire||Baokkieバオッキー|75.0|70.0|50|1000000.0|Ember Pokémon|1.0|28.0|20|87.5|5|False|False|False|False|False|False|False
515|515|Panpour|50|53|48|53|48|64|316|52.67|Gluttony||Torrent|Water||Hiyappuヒヤップ|190.0|70.0|50|1000000.0|Spray Pokémon|0.6|13.5|20|87.5|5|False|False|False|False|False|False|False
516|516|Simipour|75|98|63|98|63|101|498|83.0|Gluttony||Torrent|Water||Hiyakkieヒヤッキー|75.0|70.0|50|1000000.0|Geyser Pokémon|1.0|29.0|20|87.5|5|False|False|False|False|False|False|False
517|517|Munna|76|25|45|67|55|24|292|48.67|Forewarn|Synchronize|Telepathy|Psychic||Munnaムンナ|190.0|70.0|50|800000.0|Dream Eater Pokémon|0.6|23.3|10|50|5|False|False|False|False|False|False|False
518|518|Musharna|116|55|85|107|95|29|487|81.17|Forewarn|Synchronize|Telepathy|Psychic||Musharnaムシャーナ|75.0|70.0|50|800000.0|Drowsing Pokémon|1.1|60.5|10|50|5|False|False|False|False|False|False|False
519|519|Pidove|50|55|50|36|30|43|264|44.0|Big Pecks|Super Luck|Rivalry|Normal|Flying|Mamepatoマメパト|255.0|70.0|50|1059860.0|Tiny Pigeon Pokémon|0.3|2.1|15|50|5|False|False|False|False|False|False|False
520|520|Tranquill|62|77|62|50|42|65|358|59.67|Big Pecks|Super Luck|Rivalry|Normal|Flying|Hatobohハトーボー|120.0|70.0|50|1059860.0|Wild Pigeon Pokémon|0.6|15.0|15|50|5|False|False|False|False|False|False|False
521|521|Unfezant|80|115|80|65|55|93|488|81.33|Big Pecks|Super Luck|Rivalry|Normal|Flying|Kenhallowケンホロウ|45.0|70.0|50|1059860.0|Proud Pokémon|1.2|29.0|15|50|5|False|False|False|False|False|False|False
522|522|Blitzle|45|60|32|50|32|76|295|49.17|Lightning Rod|Motor Drive|Sap Sipper|Electric||Shimamaシママ|190.0|70.0|50|1000000.0|Electrified Pokémon|0.8|29.8|20|50|5|False|False|False|False|False|False|False
523|523|Zebstrika|75|100|63|80|63|116|497|82.83|Lightning Rod|Motor Drive|Sap Sipper|Electric||Zebraikaゼブライカ|75.0|70.0|50|1000000.0|Thunderbolt Pokémon|1.6|79.5|20|50|5|False|False|False|False|False|False|False
524|524|Roggenrola|55|75|85|25|25|15|280|46.67|Sturdy|Weak Armor|Sand Force|Rock||Dangoroダンゴロ|255.0|70.0|50|1059860.0|Mantle Pokémon|0.4|18.0|15|50|5|False|False|False|False|False|False|False
525|525|Boldore|70|105|105|50|40|20|390|65.0|Sturdy|Weak Armor|Sand Force|Rock||Gantleガントル|120.0|70.0|50|1059860.0|Ore Pokémon|0.9|102.0|15|50|5|False|False|False|False|False|False|False
526|526|Gigalith|85|135|130|60|80|25|515|85.83|Sturdy|Sand Stream|Sand Force|Rock||Gigaiathギガイアス|45.0|70.0|50|1059860.0|Compressed Pokémon|1.7|260.0|15|50|5|False|False|False|False|False|False|False
527|527|Woobat|65|45|43|55|43|72|323|53.83|Unaware|Klutz|Simple|Psychic|Flying|Koromoriコロモリ|190.0|70.0|50|1000000.0|Bat Pokémon|0.4|2.1|15|50|5|False|False|False|False|False|False|False
528|528|Swoobat|67|57|55|77|55|114|425|70.83|Unaware|Klutz|Simple|Psychic|Flying|Kokoromoriココロモリ|45.0|70.0|50|1000000.0|Courting Pokémon|0.9|10.5|15|50|5|False|False|False|False|False|False|False
529|529|Drilbur|60|85|40|30|45|68|328|54.67|Sand Rush|Sand Force|Mold Breaker|Ground||Mogurewモグリュー|120.0|70.0|50|1000000.0|Mole Pokémon|0.3|8.5|20|50|5|False|False|False|False|False|False|False
530|530|Excadrill|110|135|60|50|65|88|508|84.67|Sand Rush|Sand Force|Mold Breaker|Ground|Steel|Doryuzuドリュウズ|60.0|70.0|50|1000000.0|Subterrene Pokémon|0.7|40.4|20|50|5|False|False|False|False|False|False|False
531|531|Audino|103|60|86|60|86|50|445|74.17|Healer|Regenerator|Klutz|Normal||Tabunneタブンネ|255.0|70.0|50|800000.0|Hearing Pokémon|1.1|31.0|20|50|5|False|False|False|False|False|False|False
531|531M|Audino (Mega Audino)|103|60|126|80|126|50|545|90.83|Healer|||Normal|Fairy|MegaTabunneメガタブンネ|255.0|70.0|50|800000.0|Hearing Pokémon|1.5|32.0|20|50|5|False|False|False|False|False|True|False
532|532|Timburr|75|80|55|25|35|35|305|50.83|Guts|Sheer Force|Iron Fist|Fighting||Dokkorerドッコラー|180.0|70.0|70|1059860.0|Muscular Pokémon|0.6|12.5|20|75.0|5|False|False|False|False|False|False|False
533|533|Gurdurr|85|105|85|40|50|40|405|67.5|Guts|Sheer Force|Iron Fist|Fighting||Dotekkotsuドテッコツ|90.0|70.0|50|1059860.0|Muscular Pokémon|1.2|40.0|20|75.0|5|False|False|False|False|False|False|False
534|534|Conkeldurr|105|140|95|55|65|45|505|84.17|Guts|Sheer Force|Iron Fist|Fighting||Roubushinローブシン|45.0|70.0|50|1059860.0|Muscular Pokémon|1.4|87.0|20|75.0|5|False|False|False|False|False|False|False
535|535|Tympole|50|50|40|50|40|64|294|49.0|Swift Swim|Hydration|Water Absorb|Water||Otamaroオタマロ|255.0|70.0|50|1059860.0|Tadpole Pokémon|0.5|4.5|20|50|5|False|False|False|False|False|False|False
536|536|Palpitoad|75|65|55|65|55|69|384|64.0|Swift Swim|Hydration|Water Absorb|Water|Ground|Gamagaruガマガル|120.0|70.0|50|1059860.0|Vibration Pokémon|0.8|17.0|20|50|5|False|False|False|False|False|False|False
537|537|Seismitoad|105|95|75|85|75|74|509|84.83|Swift Swim|Poison Touch|Water Absorb|Water|Ground|Gamagerogeガマゲロゲ|45.0|70.0|50|1059860.0|Vibration Pokémon|1.5|62.0|20|50|5|False|False|False|False|False|False|False
538|538|Throh|120|100|85|30|85|45|465|77.5|Guts|Inner Focus|Mold Breaker|Fighting||Nagekiナゲキ|45.0|70.0|50|1000000.0|Judo Pokémon|1.3|55.5|20|100|5|False|False|False|False|False|False|False
539|539|Sawk|75|125|75|30|75|85|465|77.5|Sturdy|Inner Focus|Mold Breaker|Fighting||Dagekiダゲキ|45.0|70.0|50|1000000.0|Karate Pokémon|1.4|51.0|20|100|5|False|False|False|False|False|False|False
540|540|Sewaddle|45|53|70|40|60|42|310|51.67|Swarm|Chlorophyll|Overcoat|Bug|Grass|Kurumiruクルミル|255.0|70.0|50|1059860.0|Sewing Pokémon|0.3|2.5|15|50|5|False|False|False|False|False|False|False
541|541|Swadloon|55|63|90|50|80|42|380|63.33|Leaf Guard|Chlorophyll|Overcoat|Bug|Grass|Kurumayuクルマユ|120.0|70.0|50|1059860.0|Leaf-Wrapped Pokémon|0.5|7.3|15|50|5|False|False|False|False|False|False|False
542|542|Leavanny|75|103|80|70|80|92|500|83.33|Swarm|Chlorophyll|Overcoat|Bug|Grass|Hahakomoriハハコモリ|45.0|70.0|50|1059860.0|Nurturing Pokémon|1.2|20.5|15|50|5|False|False|False|False|False|False|False
543|543|Venipede|30|45|59|30|39|57|260|43.33|Poison Point|Swarm|Speed Boost|Bug|Poison|Fushideフシデ|255.0|70.0|50|1059860.0|Centipede Pokémon|0.4|5.3|15|50|5|False|False|False|False|False|False|False
544|544|Whirlipede|40|55|99|40|79|47|360|60.0|Poison Point|Swarm|Speed Boost|Bug|Poison|Wheegaホイーガ|120.0|70.0|50|1059860.0|Curlipede Pokémon|1.2|58.5|15|50|5|False|False|False|False|False|False|False
545|545|Scolipede|60|100|89|55|69|112|485|80.83|Poison Point|Swarm|Speed Boost|Bug|Poison|Pendrorペンドラー|45.0|70.0|50|1059860.0|Megapede Pokémon|2.5|200.5|20|50|5|False|False|False|False|False|False|False
546|546|Cottonee|40|27|60|37|50|66|280|46.67|Prankster|Infiltrator|Chlorophyll|Grass|Fairy|Monmenモンメン|190.0|70.0|50|1000000.0|Cotton Puff Pokémon|0.3|0.6|20|50|5|False|False|False|False|False|False|False
547|547|Whimsicott|60|67|85|77|75|116|480|80.0|Prankster|Infiltrator|Chlorophyll|Grass|Fairy|Elfuunエルフーン|75.0|70.0|50|1000000.0|Windveiled Pokémon|0.7|6.6|20|50|5|False|False|False|False|False|False|False
548|548|Petilil|45|35|50|70|50|30|280|46.67|Chlorophyll|Own Tempo|Leaf Guard|Grass||Churineチュリネ|190.0|70.0|50|1000000.0|Bulb Pokémon|0.5|6.6|20|0|5|False|False|False|False|False|False|False
549|549|Lilligant|70|60|75|110|75|90|480|80.0|Chlorophyll|Own Tempo|Leaf Guard|Grass||Dredearドレディア|75.0|70.0|50|1000000.0|Flowering Pokémon|1.1|16.3|20|0|5|False|False|False|False|False|False|False
550|550|Basculin (Red Stripe)|70|92|65|80|55|98|460|76.67|Reckless|Adaptability|Mold Breaker|Water||Bassraoバスラオ|25.0|70.0|50|1000000.0|Hostile Pokémon|1.0|18.0|40|50|5|False|False|False|False|False|False|False
550|550B|Basculin (Blue Stripe)|70|92|65|80|55|98|460|76.67|Rock Head|Adaptability|Mold Breaker|Water||Bassraoバスラオ|25.0|70.0|50|1000000.0|Hostile Pokémon|1.0|18.0|40|50|5|False|False|False|False|False|False|False
551|551|Sandile|50|72|35|35|35|65|292|48.67|Intimidate|Moxie|Anger Point|Ground|Dark|Megurocoメグロコ|180.0|70.0|50|1059860.0|Desert Croc Pokémon|0.7|15.2|20|50|5|False|False|False|False|False|False|False
552|552|Krokorok|60|82|45|45|45|74|351|58.5|Intimidate|Moxie|Anger Point|Ground|Dark|Waruvileワルビル|90.0|70.0|50|1059860.0|Desert Croc Pokémon|1.0|33.4|20|50|5|False|False|False|False|False|False|False
553|553|Krookodile|95|117|80|65|70|92|519|86.5|Intimidate|Moxie|Anger Point|Ground|Dark|Waruvialワルビアル|45.0|70.0|50|1059860.0|Intimidation Pokémon|1.5|96.3|20|50|5|False|False|False|False|False|False|False
